年,週,月,開始日,終了日,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,41,10,2025-10-06,2025-10-12,長野県,4854,60.68
2025,41,10,2025-10-06,2025-10-12,岐阜県,1714,38.09
2025,41,10,2025-10-06,2025-10-12,静岡県,7179,51.65
2025,41,10,2025-10-06,2025-10-12,愛知県,11201,68.72
2025,41,10,2025-10-06,2025-10-12,三重県,3079,43.99
2025,41,10,2025-10-06,2025-10-12,滋賀県,2677,46.16
2025,41,10,2025-10-06,2025-10-12,京都府,3781,59.08
2025,41,10,2025-10-06,2025-10-12,大阪府,11603,39.87
2025,41,10,2025-10-06,2025-10-12,兵庫県,8331,50.8
2025,41,10,2025-10-06,2025-10-12,奈良県,1848,44.0
2025,41,10,2025-10-06,2025-10-12,和歌山県,1921,42.69
2025,41,10,2025-10-06,2025-10-12,鳥取県,1867,64.38
2025,41,10,2025-10-06,2025-10-12,島根県,1249,62.45
2025,41,10,2025-10-06,2025-10-12,岡山県,3008,60.16
2025,41,10,2025-10-06,2025-10-12,広島県,5233,55.67
2025,41,10,2025-10-06,2025-10-12,山口県,4299,68.24
2025,41,10,2025-10-06,2025-10-12,徳島県,1475,43.38
2025,41,10,2025-10-06,2025-10-12,香川県,2110,52.75
2025,41,10,2025-10-06,2025-10-12,愛媛県,2874,77.68
2025,41,10,2025-10-06,2025-10-12,高知県,1578,41.53
2025,41,10,2025-10-06,2025-10-12,福岡県,6539,54.95
2025,41,10,2025-10-06,2025-10-12,佐賀県,1262,52.58
2025,41,10,2025-10-06,2025-10-12,長崎県,3273,64.18
2025,41,10,2025-10-06,2025-10-12,熊本県,3422,47.53
2025,41,10,2025-10-06,2025-10-12,大分県,3735,64.4
2025,41,10,2025-10-06,2025-10-12,宮崎県,1266,45.21
2025,41,10,2025-10-06,2025-10-12,鹿児島県,3405,59.74
2025,41,10,2025-10-06,2025-10-12,沖縄県,2192,48.71
2025,42,10,2025-10-13,2025-10-19,総数,201882,52.48
2025,42,10,2025-10-13,2025-10-19,北海道,10188,61.01
2025,42,10,2025-10-13,2025-10-19,青森県,2726,52.42
2025,42,10,2025-10-13,2025-10-19,岩手県,3514,83.67
2025,42,10,2025-10-13,2025-10-19,宮城県,3974,72.25
2025,42,10,2025-10-13,2025-10-19,秋田県,1255,50.2
2025,42,10,2025-10-13,2025-10-19,山形県,2677,70.45
2025,42,10,2025-10-13,2025-10-19,福島県,3440,71.67
2025,42,10,2025-10-13,2025-10-19,茨城県,4186,61.56
2025,42,10,2025-10-13,2025-10-19,栃木県,3542,75.36
2025,42,10,2025-10-13,2025-10-19,群馬県,3887,86.38
2025,42,10,2025-10-13,2025-10-19,埼玉県,13870,79.26
2025,42,10,2025-10-13,2025-10-19,千葉県,11276,61.28
2025,42,10,2025-10-13,2025-10-19,東京都,21867,52.31
2025,42,10,2025-10-13,2025-10-19,神奈川県,15016,62.83
2025,42,10,2025-10-13,2025-10-19,新潟県,2821,54.25
2025,42,10,2025-10-13,2025-10-19,富山県,2672,55.67
2025,42,10,2025-10-13,2025-10-19,石川県,2447,52.06
2025,42,10,2025-10-13,2025-10-19,福井県,1165,29.87
2025,42,10,2025-10-13,2025-10-19,山梨県,1097,31.34
2025,42,10,2025-10-13,2025-10-19,長野県,4315,53.27
2025,42,10,2025-10-13,2025-10-19,岐阜県,1580,35.11
2025,42,10,2025-10-13,2025-10-19,静岡県,6416,46.16
2025,42,10,2025-10-13,2025-10-19,愛知県,9343,57.32
2025,42,10,2025-10-13,2025-10-19,三重県,2610,37.29
2025,42,10,2025-10-13,2025-10-19,滋賀県,2358,40.66
2025,42,10,2025-10-13,2025-10-19,京都府,2933,46.56
2025,42,10,2025-10-13,2025-10-19,大阪府,9872,33.81
2025,42,10,2025-10-13,2025-10-19,兵庫県,7278,44.38
2025,42,10,2025-10-13,2025-10-19,奈良県,1458,34.71
2025,42,10,2025-10-13,2025-10-19,和歌山県,1725,38.33
2025,42,10,2025-10-13,2025-10-19,鳥取県,1393,48.03
2025,42,10,2025-10-13,2025-10-19,島根県,1029,51.45
2025,42,10,2025-10-13,2025-10-19,岡山県,2497,49.94
2025,42,10,2025-10-13,2025-10-19,広島県,4081,43.41
2025,42,10,2025-10-13,2025-10-19,山口県,3294,52.29
2025,42,10,2025-10-13,2025-10-19,徳島県,1195,35.15
2025,42,10,2025-10-13,2025-10-19,香川県,1765,44.13
2025,42,10,2025-10-13,2025-10-19,愛媛県,2267,61.27
2025,42,10,2025-10-13,2025-10-19,高知県,1339,35.24
2025,42,10,2025-10-13,2025-10-19,福岡県,5295,43.4
2025,42,10,2025-10-13,2025-10-19,佐賀県,980,40.83
2025,42,10,2025-10-13,2025-10-19,長崎県,2752,55.04
2025,42,10,2025-10-13,2025-10-19,熊本県,3206,44.53
2025,42,10,2025-10-13,2025-10-19,大分県,3225,55.6
2025,42,10,2025-10-13,2025-10-19,宮崎県,1195,42.68
2025,42,10,2025-10-13,2025-10-19,鹿児島県,2786,48.88
2025,42,10,2025-10-13,2025-10-19,沖縄県,2075,46.11
2025,43,10,2025-10-20,2025-10-26,総数,245331,63.74
2025,43,10,2025-10-20,2025-10-26,北海道,12288,73.58
2025,43,10,2025-10-20,2025-10-26,青森県,3410,65.58
2025,43,10,2025-10-20,2025-10-26,岩手県,4600,109.52
2025,43,10,2025-10-20,2025-10-26,宮城県,5133,93.33
2025,43,10,2025-10-20,2025-10-26,秋田県,1621,64.84
2025,43,10,2025-10-20,2025-10-26,山形県,3263,85.87
2025,43,10,2025-10-20,2025-10-26,福島県,4010,83.54
2025,43,10,2025-10-20,2025-10-26,茨城県,5060,74.41
2025,43,10,2025-10-20,2025-10-26,栃木県,4115,87.55
2025,43,10,2025-10-20,2025-10-26,群馬県,4762,105.82
2025,43,10,2025-10-20,2025-10-26,埼玉県,16835,96.2
2025,43,10,2025-10-20,2025-10-26,千葉県,14325,77.85
2025,43,10,2025-10-20,2025-10-26,東京都,27757,66.4
2025,43,10,2025-10-20,2025-10-26,神奈川県,19943,83.1
2025,43,10,2025-10-20,2025-10-26,新潟県,3667,70.52
2025,43,10,2025-10-20,2025-10-26,富山県,3446,71.79
2025,43,10,2025-10-20,2025-10-26,石川県,2868,61.02
2025,43,10,2025-10-20,2025-10-26,福井県,1349,34.59
2025,43,10,2025-10-20,2025-10-26,山梨県,1428,40.8
2025,43,10,2025-10-20,2025-10-26,長野県,5043,63.04
2025,43,10,2025-10-20,2025-10-26,岐阜県,1848,41.07
2025,43,10,2025-10-20,2025-10-26,静岡県,7577,54.51
2025,43,10,2025-10-20,2025-10-26,愛知県,11099,68.09
2025,43,10,2025-10-20,2025-10-26,三重県,3400,48.57
2025,43,10,2025-10-20,2025-10-26,滋賀県,2802,48.31
2025,43,10,2025-10-20,2025-10-26,京都府,3656,57.13
2025,43,10,2025-10-20,2025-10-26,大阪府,11997,41.09
2025,43,10,2025-10-20,2025-10-26,兵庫県,8731,53.24
2025,43,10,2025-10-20,2025-10-26,奈良県,1631,38.83
2025,43,10,2025-10-20,2025-10-26,和歌山県,2132,47.38
2025,43,10,2025-10-20,2025-10-26,鳥取県,1635,56.38
2025,43,10,2025-10-20,2025-10-26,島根県,1078,53.9
2025,43,10,2025-10-20,2025-10-26,岡山県,2800,56.0
2025,43,10,2025-10-20,2025-10-26,広島県,4624,49.19
2025,43,10,2025-10-20,2025-10-26,山口県,3998,63.46
2025,43,10,2025-10-20,2025-10-26,徳島県,1293,38.03
2025,43,10,2025-10-20,2025-10-26,香川県,1878,46.95
2025,43,10,2025-10-20,2025-10-26,愛媛県,2787,75.32
2025,43,10,2025-10-20,2025-10-26,高知県,1421,37.39
2025,43,10,2025-10-20,2025-10-26,福岡県,6245,51.19
2025,43,10,2025-10-20,2025-10-26,佐賀県,1175,48.96
2025,43,10,2025-10-20,2025-10-26,長崎県,2891,56.69
2025,43,10,2025-10-20,2025-10-26,熊本県,3423,47.54
2025,43,10,2025-10-20,2025-10-26,大分県,3600,62.07
2025,43,10,2025-10-20,2025-10-26,宮崎県,1296,46.29
2025,43,10,2025-10-20,2025-10-26,鹿児島県,3168,55.58
2025,43,10,2025-10-20,2025-10-26,沖縄県,2223,49.4
2025,44,10,2025-10-27,2025-11-02,総数,307447,80.02
2025,44,10,2025-10-27,2025-11-02,北海道,14422,86.36
2025,44,10,2025-10-27,2025-11-02,青森県,3546,68.19
2025,44,10,2025-10-27,2025-11-02,岩手県,5181,123.36
2025,44,10,2025-10-27,2025-11-02,宮城県,6573,119.51
2025,44,10,2025-10-27,2025-11-02,秋田県,1891,75.64
2025,44,10,2025-10-27,2025-11-02,山形県,3806,100.16
2025,44,10,2025-10-27,2025-11-02,福島県,4686,97.63
2025,44,10,2025-10-27,2025-11-02,茨城県,6348,93.35
2025,44,10,2025-10-27,2025-11-02,栃木県,5188,110.38
2025,44,10,2025-10-27,2025-11-02,群馬県,5410,120.22
2025,44,10,2025-10-27,2025-11-02,埼玉県,19918,115.13
2025,44,10,2025-10-27,2025-11-02,千葉県,18189,100.49
2025,44,10,2025-10-27,2025-11-02,東京都,36005,85.93
2025,44,10,2025-10-27,2025-11-02,神奈川県,25658,107.36
2025,44,10,2025-10-27,2025-11-02,新潟県,4503,86.6
2025,44,10,2025-10-27,2025-11-02,富山県,4412,91.92
2025,44,10,2025-10-27,2025-11-02,石川県,3594,76.47
2025,44,10,2025-10-27,2025-11-02,福井県,1670,42.82
2025,44,10,2025-10-27,2025-11-02,山梨県,1876,53.6
2025,44,10,2025-10-27,2025-11-02,長野県,5667,69.96
2025,44,10,2025-10-27,2025-11-02,岐阜県,2253,50.07
2025,44,10,2025-10-27,2025-11-02,静岡県,9500,68.84
2025,44,10,2025-10-27,2025-11-02,愛知県,15094,92.6
2025,44,10,2025-10-27,2025-11-02,三重県,4315,61.64
2025,44,10,2025-10-27,2025-11-02,滋賀県,3626,62.52
2025,44,10,2025-10-27,2025-11-02,京都府,4670,74.13
2025,44,10,2025-10-27,2025-11-02,大阪府,15437,53.05
2025,44,10,2025-10-27,2025-11-02,兵庫県,11897,72.54
2025,44,10,2025-10-27,2025-11-02,奈良県,2090,49.76
2025,44,10,2025-10-27,2025-11-02,和歌山県,2580,57.33
2025,44,10,2025-10-27,2025-11-02,鳥取県,1917,66.1
2025,44,10,2025-10-27,2025-11-02,島根県,1438,71.9
2025,44,10,2025-10-27,2025-11-02,岡山県,3354,67.08
2025,44,10,2025-10-27,2025-11-02,広島県,5850,62.23
2025,44,10,2025-10-27,2025-11-02,山口県,5193,82.43
2025,44,10,2025-10-27,2025-11-02,徳島県,1569,46.15
2025,44,10,2025-10-27,2025-11-02,香川県,2413,60.33
2025,44,10,2025-10-27,2025-11-02,愛媛県,3798,102.65
2025,44,10,2025-10-27,2025-11-02,高知県,1563,41.13
2025,44,10,2025-10-27,2025-11-02,福岡県,8165,66.93
2025,44,10,2025-10-27,2025-11-02,佐賀県,1431,59.63
2025,44,10,2025-10-27,2025-11-02,長崎県,3501,68.65
2025,44,10,2025-10-27,2025-11-02,熊本県,4070,56.53
2025,44,10,2025-10-27,2025-11-02,大分県,4939,85.16
2025,44,10,2025-10-27,2025-11-02,宮崎県,1420,50.71
2025,44,10,2025-10-27,2025-11-02,鹿児島県,3722,65.3
2025,44,10,2025-10-27,2025-11-02,沖縄県,3099,68.87
2025,45,11,2025-11-03,2025-11-09,総数,301188,78.35
2025,45,11,2025-11-03,2025-11-09,北海道,12948,77.53
2025,45,11,2025-11-03,2025-11-09,青森県,3386,65.12
2025,45,11,2025-11-03,2025-11-09,岩手県,4580,109.05
2025,45,11,2025-11-03,2025-11-09,宮城県,6475,117.73
2025,45,11,2025-11-03,2025-11-09,秋田県,1823,72.92
2025,45,11,2025-11-03,2025-11-09,山形県,3501,92.13
2025,45,11,2025-11-03,2025-11-09,福島県,5110,106.46
2025,45,11,2025-11-03,2025-11-09,茨城県,6160,90.59
2025,45,11,2025-11-03,2025-11-09,栃木県,5102,108.55
2025,45,11,2025-11-03,2025-11-09,群馬県,4908,109.07
2025,45,11,2025-11-03,2025-11-09,埼玉県,22416,128.83
2025,45,11,2025-11-03,2025-11-09,千葉県,16160,88.31
2025,45,11,2025-11-03,2025-11-09,東京都,34655,82.91
2025,45,11,2025-11-03,2025-11-09,神奈川県,24967,104.46
2025,45,11,2025-11-03,2025-11-09,新潟県,4028,77.46
2025,45,11,2025-11-03,2025-11-09,富山県,4239,88.31
2025,45,11,2025-11-03,2025-11-09,石川県,3563,75.81
2025,45,11,2025-11-03,2025-11-09,福井県,1769,45.36
2025,45,11,2025-11-03,2025-11-09,山梨県,1800,51.43
2025,45,11,2025-11-03,2025-11-09,長野県,5442,68.03
2025,45,11,2025-11-03,2025-11-09,岐阜県,2275,50.56
2025,45,11,2025-11-03,2025-11-09,静岡県,8577,61.71
2025,45,11,2025-11-03,2025-11-09,愛知県,14801,90.8
2025,45,11,2025-11-03,2025-11-09,三重県,4471,63.87
2025,45,11,2025-11-03,2025-11-09,滋賀県,3808,65.66
2025,45,11,2025-11-03,2025-11-09,京都府,4791,74.86
2025,45,11,2025-11-03,2025-11-09,大阪府,15647,53.77
2025,45,11,2025-11-03,2025-11-09,兵庫県,12649,77.13
2025,45,11,2025-11-03,2025-11-09,奈良県,2441,58.12
2025,45,11,2025-11-03,2025-11-09,和歌山県,2664,59.2
2025,45,11,2025-11-03,2025-11-09,鳥取県,1811,64.68
2025,45,11,2025-11-03,2025-11-09,島根県,1345,67.25
2025,45,11,2025-11-03,2025-11-09,岡山県,3429,68.58
2025,45,11,2025-11-03,2025-11-09,広島県,5986,63.68
2025,45,11,2025-11-03,2025-11-09,山口県,5070,80.48
2025,45,11,2025-11-03,2025-11-09,徳島県,1628,47.88
2025,45,11,2025-11-03,2025-11-09,香川県,2153,53.83
2025,45,11,2025-11-03,2025-11-09,愛媛県,3771,101.92
2025,45,11,2025-11-03,2025-11-09,高知県,1628,42.84
2025,45,11,2025-11-03,2025-11-09,福岡県,7750,63.52
2025,45,11,2025-11-03,2025-11-09,佐賀県,1538,64.08
2025,45,11,2025-11-03,2025-11-09,長崎県,3486,68.35
2025,45,11,2025-11-03,2025-11-09,熊本県,3920,54.44
2025,45,11,2025-11-03,2025-11-09,大分県,4950,85.34
2025,45,11,2025-11-03,2025-11-09,宮崎県,1537,54.89
2025,45,11,2025-11-03,2025-11-09,鹿児島県,3630,63.68
2025,45,11,2025-11-03,2025-11-09,沖縄県,2400,53.33
2025,46,11,2025-11-10,2025-11-16,総数,364396,94.77
2025,46,11,2025-11-10,2025-11-16,北海道,15683,93.91
2025,46,11,2025-11-10,2025-11-16,青森県,4287,82.44
2025,46,11,2025-11-10,2025-11-16,岩手県,5904,140.57
2025,46,11,2025-11-10,2025-11-16,宮城県,7766,141.2
2025,46,11,2025-11-10,2025-11-16,秋田県,2184,87.36
2025,46,11,2025-11-10,2025-11-16,山形県,4242,111.63
2025,46,11,2025-11-10,2025-11-16,福島県,6156,128.25
2025,46,11,2025-11-10,2025-11-16,茨城県,7580,111.47
2025,46,11,2025-11-10,2025-11-16,栃木県,6059,128.91
2025,46,11,2025-11-10,2025-11-16,群馬県,6690,148.67
2025,46,11,2025-11-10,2025-11-16,埼玉県,26935,153.04
2025,46,11,2025-11-10,2025-11-16,千葉県,20522,112.14
2025,46,11,2025-11-10,2025-11-16,東京都,42022,100.53
2025,46,11,2025-11-10,2025-11-16,神奈川県,28824,120.6
2025,46,11,2025-11-10,2025-11-16,新潟県,4868,93.62
2025,46,11,2025-11-10,2025-11-16,富山県,5560,115.83
2025,46,11,2025-11-10,2025-11-16,石川県,4588,97.62
2025,46,11,2025-11-10,2025-11-16,福井県,2022,51.85
2025,46,11,2025-11-10,2025-11-16,山梨県,2303,65.8
2025,46,11,2025-11-10,2025-11-16,長野県,7264,90.8
2025,46,11,2025-11-10,2025-11-16,岐阜県,2611,58.02
2025,46,11,2025-11-10,2025-11-16,静岡県,10288,74.01
2025,46,11,2025-11-10,2025-11-16,愛知県,18035,110.64
2025,46,11,2025-11-10,2025-11-16,三重県,5500,78.57
2025,46,11,2025-11-10,2025-11-16,滋賀県,4823,83.16
2025,46,11,2025-11-10,2025-11-16,京都府,6342,99.09
2025,46,11,2025-11-10,2025-11-16,大阪府,19034,65.41
2025,46,11,2025-11-10,2025-11-16,兵庫県,15113,92.15
2025,46,11,2025-11-10,2025-11-16,奈良県,3123,74.36
2025,46,11,2025-11-10,2025-11-16,和歌山県,3336,74.13
2025,46,11,2025-11-10,2025-11-16,鳥取県,2240,77.24
2025,46,11,2025-11-10,2025-11-16,島根県,1511,75.55
2025,46,11,2025-11-10,2025-11-16,岡山県,4397,87.94
2025,46,11,2025-11-10,2025-11-16,広島県,6867,73.05
2025,46,11,2025-11-10,2025-11-16,山口県,6241,99.06
2025,46,11,2025-11-10,2025-11-16,徳島県,1732,50.94
2025,46,11,2025-11-10,2025-11-16,香川県,2861,71.53
2025,46,11,2025-11-10,2025-11-16,愛媛県,3700,102.78
2025,46,11,2025-11-10,2025-11-16,高知県,1689,44.45
2025,46,11,2025-11-10,2025-11-16,福岡県,9096,74.56
2025,46,11,2025-11-10,2025-11-16,佐賀県,1663,69.29
2025,46,11,2025-11-10,2025-11-16,長崎県,4148,81.33
2025,46,11,2025-11-10,2025-11-16,熊本県,4862,67.53
2025,46,11,2025-11-10,2025-11-16,大分県,5755,99.22
2025,46,11,2025-11-10,2025-11-16,宮崎県,1670,59.64
2025,46,11,2025-11-10,2025-11-16,鹿児島県,4116,72.21
2025,46,11,2025-11-10,2025-11-16,沖縄県,2184,49.64
2025,47,11,2025-11-17,2025-11-23,総数,396446,103.38
2025,47,11,2025-11-17,2025-11-23,北海道,17359,103.95
2025,47,11,2025-11-17,2025-11-23,青森県,5467,105.13
2025,47,11,2025-11-17,2025-11-23,岩手県,6848,163.05
2025,47,11,2025-11-17,2025-11-23,宮城県,7969,144.89
2025,47,11,2025-11-17,2025-11-23,秋田県,2529,101.16
2025,47,11,2025-11-17,2025-11-23,山形県,4316,113.58
2025,47,11,2025-11-17,2025-11-23,福島県,7260,151.25
2025,47,11,2025-11-17,2025-11-23,茨城県,8369,123.07
2025,47,11,2025-11-17,2025-11-23,栃木県,7112,151.32
2025,47,11,2025-11-17,2025-11-23,群馬県,7159,159.09
2025,47,11,2025-11-17,2025-11-23,埼玉県,26764,152.94
2025,47,11,2025-11-17,2025-11-23,千葉県,21303,118.35
2025,47,11,2025-11-17,2025-11-23,東京都,43287,103.81
2025,47,11,2025-11-17,2025-11-23,神奈川県,30514,128.21
2025,47,11,2025-11-17,2025-11-23,新潟県,5797,111.48
2025,47,11,2025-11-17,2025-11-23,富山県,6341,134.91
2025,47,11,2025-11-17,2025-11-23,石川県,4927,104.83
2025,47,11,2025-11-17,2025-11-23,福井県,2460,63.08
2025,47,11,2025-11-17,2025-11-23,山梨県,2540,72.57
2025,47,11,2025-11-17,2025-11-23,長野県,8861,113.6
2025,47,11,2025-11-17,2025-11-23,岐阜県,3122,69.38
2025,47,11,2025-11-17,2025-11-23,静岡県,11466,83.09
2025,47,11,2025-11-17,2025-11-23,愛知県,19997,122.68
2025,47,11,2025-11-17,2025-11-23,三重県,6667,95.24
2025,47,11,2025-11-17,2025-11-23,滋賀県,5529,95.33
2025,47,11,2025-11-17,2025-11-23,京都府,6991,109.23
2025,47,11,2025-11-17,2025-11-23,大阪府,19396,66.65
2025,47,11,2025-11-17,2025-11-23,兵庫県,15868,96.76
2025,47,11,2025-11-17,2025-11-23,奈良県,3564,84.86
2025,47,11,2025-11-17,2025-11-23,和歌山県,3554,78.98
2025,47,11,2025-11-17,2025-11-23,鳥取県,2351,81.07
2025,47,11,2025-11-17,2025-11-23,島根県,1566,78.3
2025,47,11,2025-11-17,2025-11-23,岡山県,5069,101.38
2025,47,11,2025-11-17,2025-11-23,広島県,7598,80.83
2025,47,11,2025-11-17,2025-11-23,山口県,7117,112.97
2025,47,11,2025-11-17,2025-11-23,徳島県,1928,56.71
2025,47,11,2025-11-17,2025-11-23,香川県,3115,77.88
2025,47,11,2025-11-17,2025-11-23,愛媛県,3888,108.0
2025,47,11,2025-11-17,2025-11-23,高知県,1887,49.66
2025,47,11,2025-11-17,2025-11-23,福岡県,9842,81.34
2025,47,11,2025-11-17,2025-11-23,佐賀県,1780,74.17
2025,47,11,2025-11-17,2025-11-23,長崎県,4913,96.33
2025,47,11,2025-11-17,2025-11-23,熊本県,5807,80.65
2025,47,11,2025-11-17,2025-11-23,大分県,7037,121.33
2025,47,11,2025-11-17,2025-11-23,宮崎県,2040,72.86
2025,47,11,2025-11-17,2025-11-23,鹿児島県,4763,83.56
2025,47,11,2025-11-17,2025-11-23,沖縄県,2409,53.53
2025,48,11,2025-11-24,2025-11-30,総数,341273,88.8
2025,48,11,2025-11-24,2025-11-30,北海道,13966,83.63
2025,48,11,2025-11-24,2025-11-30,青森県,4306,82.81
2025,48,11,2025-11-24,2025-11-30,岩手県,5174,123.19
2025,48,11,2025-11-24,2025-11-30,宮城県,5444,98.98
2025,48,11,2025-11-24,2025-11-30,秋田県,2333,93.32
2025,48,11,2025-11-24,2025-11-30,山形県,3895,102.5
2025,48,11,2025-11-24,2025-11-30,福島県,5676,118.25
2025,48,11,2025-11-24,2025-11-30,茨城県,7949,116.9
2025,48,11,2025-11-24,2025-11-30,栃木県,5678,123.43
2025,48,11,2025-11-24,2025-11-30,群馬県,5591,124.24
2025,48,11,2025-11-24,2025-11-30,埼玉県,24547,140.27
2025,48,11,2025-11-24,2025-11-30,千葉県,16907,92.39
2025,48,11,2025-11-24,2025-11-30,東京都,33823,80.92
2025,48,11,2025-11-24,2025-11-30,神奈川県,23512,98.38
2025,48,11,2025-11-24,2025-11-30,新潟県,5478,105.35
2025,48,11,2025-11-24,2025-11-30,富山県,5172,107.75
2025,48,11,2025-11-24,2025-11-30,石川県,4388,93.36
2025,48,11,2025-11-24,2025-11-30,福井県,2381,61.05
2025,48,11,2025-11-24,2025-11-30,山梨県,2010,57.43
2025,48,11,2025-11-24,2025-11-30,長野県,8719,108.99
2025,48,11,2025-11-24,2025-11-30,岐阜県,3418,75.96
2025,48,11,2025-11-24,2025-11-30,静岡県,9814,70.6
2025,48,11,2025-11-24,2025-11-30,愛知県,17113,104.99
2025,48,11,2025-11-24,2025-11-30,三重県,5860,83.71
2025,48,11,2025-11-24,2025-11-30,滋賀県,5001,86.22
2025,48,11,2025-11-24,2025-11-30,京都府,6143,95.98
2025,48,11,2025-11-24,2025-11-30,大阪府,16808,57.96
2025,48,11,2025-11-24,2025-11-30,兵庫県,13926,84.91
2025,48,11,2025-11-24,2025-11-30,奈良県,2977,70.88
2025,48,11,2025-11-24,2025-11-30,和歌山県,2866,63.69
2025,48,11,2025-11-24,2025-11-30,鳥取県,2265,78.1
2025,48,11,2025-11-24,2025-11-30,島根県,1492,74.6
2025,48,11,2025-11-24,2025-11-30,岡山県,4636,92.72
2025,48,11,2025-11-24,2025-11-30,広島県,6930,73.72
2025,48,11,2025-11-24,2025-11-30,山口県,6080,96.51
2025,48,11,2025-11-24,2025-11-30,徳島県,1783,54.03
2025,48,11,2025-11-24,2025-11-30,香川県,3653,91.33
2025,48,11,2025-11-24,2025-11-30,愛媛県,3472,93.84
2025,48,11,2025-11-24,2025-11-30,高知県,1906,50.16
2025,48,11,2025-11-24,2025-11-30,福岡県,10452,85.67
2025,48,11,2025-11-24,2025-11-30,佐賀県,1563,65.13
2025,48,11,2025-11-24,2025-11-30,長崎県,4576,89.73
2025,48,11,2025-11-24,2025-11-30,熊本県,5265,73.13
2025,48,11,2025-11-24,2025-11-30,大分県,6902,119.0
2025,48,11,2025-11-24,2025-11-30,宮崎県,2144,76.57
2025,48,11,2025-11-24,2025-11-30,鹿児島県,4873,85.49
2025,48,11,2025-11-24,2025-11-30,沖縄県,2406,53.47
2025,49,12,2025-12-01,2025-12-07,総数,320345,83.42
2025,49,12,2025-12-01,2025-12-07,北海道,11892,71.21
2025,49,12,2025-12-01,2025-12-07,青森県,3804,73.15
2025,49,12,2025-12-01,2025-12-07,岩手県,4484,106.76
2025,49,12,2025-12-01,2025-12-07,宮城県,4496,81.75
2025,49,12,2025-12-01,2025-12-07,秋田県,1468,58.72
2025,49,12,2025-12-01,2025-12-07,山形県,3385,89.08
2025,49,12,2025-12-01,2025-12-07,福島県,4010,83.54
2025,49,12,2025-12-01,2025-12-07,茨城県,6268,93.55
2025,49,12,2025-12-01,2025-12-07,栃木県,5102,108.55
2025,49,12,2025-12-01,2025-12-07,群馬県,4852,107.82
2025,49,12,2025-12-01,2025-12-07,埼玉県,19935,114.57
2025,49,12,2025-12-01,2025-12-07,千葉県,15913,87.92
2025,49,12,2025-12-01,2025-12-07,東京都,30037,72.2
2025,49,12,2025-12-01,2025-12-07,神奈川県,21845,90.64
2025,49,12,2025-12-01,2025-12-07,新潟県,5116,98.38
2025,49,12,2025-12-01,2025-12-07,富山県,4596,95.75
2025,49,12,2025-12-01,2025-12-07,石川県,4277,91.0
2025,49,12,2025-12-01,2025-12-07,福井県,2095,53.72
2025,49,12,2025-12-01,2025-12-07,山梨県,2332,66.63
2025,49,12,2025-12-01,2025-12-07,長野県,7620,95.25
2025,49,12,2025-12-01,2025-12-07,岐阜県,2964,65.87
2025,49,12,2025-12-01,2025-12-07,静岡県,9508,68.4
2025,49,12,2025-12-01,2025-12-07,愛知県,16780,102.94
2025,49,12,2025-12-01,2025-12-07,三重県,5880,84.0
2025,49,12,2025-12-01,2025-12-07,滋賀県,4479,77.22
2025,49,12,2025-12-01,2025-12-07,京都府,5832,91.13
2025,49,12,2025-12-01,2025-12-07,大阪府,15973,55.08
2025,49,12,2025-12-01,2025-12-07,兵庫県,13322,81.23
2025,49,12,2025-12-01,2025-12-07,奈良県,2869,68.31
2025,49,12,2025-12-01,2025-12-07,和歌山県,2685,59.67
2025,49,12,2025-12-01,2025-12-07,鳥取県,2360,81.38
2025,49,12,2025-12-01,2025-12-07,島根県,1508,75.4
2025,49,12,2025-12-01,2025-12-07,岡山県,4406,88.12
2025,49,12,2025-12-01,2025-12-07,広島県,7615,81.01
2025,49,12,2025-12-01,2025-12-07,山口県,6812,108.13
2025,49,12,2025-12-01,2025-12-07,徳島県,2172,65.82
2025,49,12,2025-12-01,2025-12-07,香川県,3375,84.38
2025,49,12,2025-12-01,2025-12-07,愛媛県,3709,100.24
2025,49,12,2025-12-01,2025-12-07,高知県,2358,62.05
2025,49,12,2025-12-01,2025-12-07,福岡県,11714,96.02
2025,49,12,2025-12-01,2025-12-07,佐賀県,1925,80.21
2025,49,12,2025-12-01,2025-12-07,長崎県,4903,96.14
2025,49,12,2025-12-01,2025-12-07,熊本県,6229,86.51
2025,49,12,2025-12-01,2025-12-07,大分県,6596,113.72
2025,49,12,2025-12-01,2025-12-07,宮崎県,2775,99.11
2025,49,12,2025-12-01,2025-12-07,鹿児島県,5665,99.39
2025,49,12,2025-12-01,2025-12-07,沖縄県,2404,53.42
2025,50,12,2025-12-08,2025-12-14,総数,310970,80.96
2025,50,12,2025-12-08,2025-12-14,北海道,11118,66.57
2025,50,12,2025-12-08,2025-12-14,青森県,3264,62.77
2025,50,12,2025-12-08,2025-12-14,岩手県,3912,93.14
2025,50,12,2025-12-08,2025-12-14,宮城県,4478,81.42
2025,50,12,2025-12-08,2025-12-14,秋田県,1259,50.36
2025,50,12,2025-12-08,2025-12-14,山形県,2992,78.74
2025,50,12,2025-12-08,2025-12-14,福島県,3473,72.35
2025,50,12,2025-12-08,2025-12-14,茨城県,6334,94.54
2025,50,12,2025-12-08,2025-12-14,栃木県,4720,100.43
2025,50,12,2025-12-08,2025-12-14,群馬県,4640,103.11
2025,50,12,2025-12-08,2025-12-14,埼玉県,18404,104.57
